"seed","replicate","n_genes","variants_per_gene","n_case1","n_control1","n_case2","n_control2","bf_mode","pi11_truth","mtada_error","method","target","metric","threshold","value"
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","auc",NA,0.656673684210526
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","auc",NA,0.649387755102041
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","auc",NA,0.541010101010101
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","pp08_power",0.8,0.08
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","pp08_fdp",0.8,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","pp08_discoveries",0.8,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","pp08_power",0.8,0.2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","pp08_fdp",0.8,0.6
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","pp08_discoveries",0.8,5
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","pp08_power",0.8,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","pp08_fdp",0.8,1
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","pp08_discoveries",0.8,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_observed_fdp",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_estimate",0.01,6.50576788330248e-07
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_power",0.01,0.08
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_discoveries",0.01,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_observed_fdp",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_estimate",0.05,6.50576788330248e-07
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_power",0.05,0.08
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_discoveries",0.05,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_observed_fdp",0.1,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_estimate",0.1,6.50576788330248e-07
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_power",0.1,0.08
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_discoveries",0.1,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_observed_fdp",0.2,0.333333333333333
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_estimate",0.2,0.175397425726075
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_power",0.2,0.08
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_discoveries",0.2,3
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_observed_fdp",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_estimate",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_power",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_discoveries",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_observed_fdp",0.05,1
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_estimate",0.05,0.0407327795827102
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_power",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_discoveries",0.05,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_observed_fdp",0.1,0.666666666666667
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_estimate",0.1,0.0862598558198426
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_power",0.1,0.1
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_discoveries",0.1,3
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_observed_fdp",0.2,0.571428571428571
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_estimate",0.2,0.180359469838649
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_power",0.2,0.3
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_discoveries",0.2,7
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_observed_fdp",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_estimate",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_power",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_discoveries",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_observed_fdp",0.05,1
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_estimate",0.05,0.0407328610375162
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_power",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_discoveries",0.05,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_observed_fdp",0.1,1
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_estimate",0.1,0.0407328610375162
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_power",0.1,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_discoveries",0.1,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_observed_fdp",0.2,1
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_estimate",0.2,0.0407328610375162
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_power",0.2,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","bfdr_discoveries",0.2,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","global","runtime_seconds",NA,18.208
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","pi11_estimate",NA,0.0421573991873918
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","auc",NA,0.675452631578947
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","auc",NA,0.706938775510204
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","auc",NA,0.506666666666667
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","pp08_power",0.8,0.08
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","pp08_fdp",0.8,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","pp08_discoveries",0.8,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","pp08_power",0.8,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","pp08_fdp",0.8,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","pp08_discoveries",0.8,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","pp08_power",0.8,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","pp08_fdp",0.8,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","pp08_discoveries",0.8,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_observed_fdp",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_estimate",0.01,9.88468944695953e-07
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_power",0.01,0.08
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_discoveries",0.01,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_observed_fdp",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_estimate",0.05,9.88468944695953e-07
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_power",0.05,0.08
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_discoveries",0.05,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_observed_fdp",0.1,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_estimate",0.1,9.88468944695953e-07
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_power",0.1,0.08
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_discoveries",0.1,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_observed_fdp",0.2,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_estimate",0.2,0.185043599814937
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_power",0.2,0.12
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait1","bfdr_discoveries",0.2,3
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_observed_fdp",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_estimate",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_power",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_discoveries",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_observed_fdp",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_estimate",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_power",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_discoveries",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_observed_fdp",0.1,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_estimate",0.1,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_power",0.1,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_discoveries",0.1,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_observed_fdp",0.2,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_estimate",0.2,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_power",0.2,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","trait2","bfdr_discoveries",0.2,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_observed_fdp",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_estimate",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_power",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_discoveries",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_observed_fdp",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_estimate",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_power",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_discoveries",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_observed_fdp",0.1,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_estimate",0.1,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_power",0.1,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_discoveries",0.1,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_observed_fdp",0.2,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_estimate",0.2,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_power",0.2,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","bfdr_discoveries",0.2,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","global","runtime_seconds",NA,18.176
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","separate_mirage","pleiotropy","pi11_estimate",NA,0.001
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","auc",NA,0.778442105263158
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","auc",NA,0.735918367346939
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","auc",NA,0.593131313131313
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","pp08_power",0.8,0.16
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","pp08_fdp",0.8,0.333333333333333
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","pp08_discoveries",0.8,6
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","pp08_power",0.8,0.2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","pp08_fdp",0.8,0.333333333333333
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","pp08_discoveries",0.8,3
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","pp08_power",0.8,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","pp08_fdp",0.8,1
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","pp08_discoveries",0.8,1
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_observed_fdp",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_estimate",0.01,0.00132278883961893
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_power",0.01,0.12
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_discoveries",0.01,3
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_observed_fdp",0.05,0.333333333333333
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_estimate",0.05,0.0457700208626602
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_power",0.05,0.16
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_discoveries",0.05,6
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_observed_fdp",0.1,0.285714285714286
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_estimate",0.1,0.0778870870185573
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_power",0.1,0.2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_discoveries",0.1,7
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_observed_fdp",0.2,0.3
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_estimate",0.2,0.181495283876575
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_power",0.2,0.28
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait1","bfdr_discoveries",0.2,10
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_observed_fdp",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_estimate",0.01,0.00245361593963522
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_power",0.01,0.2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_discoveries",0.01,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_observed_fdp",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_estimate",0.05,0.00245361593963522
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_power",0.05,0.2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_discoveries",0.05,2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_observed_fdp",0.1,0.333333333333333
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_estimate",0.1,0.0667746633386302
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_power",0.1,0.2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_discoveries",0.1,3
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_observed_fdp",0.2,0.333333333333333
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_estimate",0.2,0.0667746633386302
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_power",0.2,0.2
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","trait2","bfdr_discoveries",0.2,3
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_observed_fdp",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_estimate",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_power",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_discoveries",0.01,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_observed_fdp",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_estimate",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_power",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_discoveries",0.05,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_observed_fdp",0.1,1
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_estimate",0.1,0.0797012911228296
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_power",0.1,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_discoveries",0.1,1
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_observed_fdp",0.2,1
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_estimate",0.2,0.0797012911228296
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_power",0.2,0
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","bfdr_discoveries",0.2,1
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","global","runtime_seconds",NA,0.759999999999991
20260813,1,500,15,3000,3000,3000,3000,"fast",0.01,"","mtada_aggregated","pleiotropy","pi11_estimate",NA,0.0183561643835616
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","auc",NA,0.593936842105263
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","auc",NA,0.465918367346939
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","auc",NA,0.545050505050505
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","pp08_power",0.8,0.24
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","pp08_fdp",0.8,0.142857142857143
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","pp08_discoveries",0.8,7
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","pp08_power",0.8,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","pp08_fdp",0.8,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","pp08_discoveries",0.8,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","pp08_power",0.8,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","pp08_fdp",0.8,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","pleiotropy","pp08_discoveries",0.8,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_observed_fdp",0.01,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_estimate",0.01,0.00855597247596781
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_power",0.01,0.12
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_discoveries",0.01,3
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_observed_fdp",0.05,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_estimate",0.05,0.028574508251382
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_power",0.05,0.2
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_discoveries",0.05,5
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_observed_fdp",0.1,0.142857142857143
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_estimate",0.1,0.0708738692873008
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_power",0.1,0.24
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_discoveries",0.1,7
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_observed_fdp",0.2,0.2
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_estimate",0.2,0.187442422698054
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_power",0.2,0.32
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait1","bfdr_discoveries",0.2,10
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_observed_fdp",0.01,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_estimate",0.01,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_power",0.01,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_discoveries",0.01,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_observed_fdp",0.05,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_estimate",0.05,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_power",0.05,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_discoveries",0.05,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_observed_fdp",0.1,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_estimate",0.1,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_power",0.1,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_discoveries",0.1,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_observed_fdp",0.2,0
20260814,2,500,15,3000,3000,3000,3000,"fast",0.01,"","mirage_joint","trait2","bfdr_estimate",0.2,0
