"seed","replicate","method","parameter","truth","estimate","abs_error"
20260817,5,"mirage_joint","eta2_C2",0.15,0.257330315405795,0.107330315405795
20260817,5,"mirage_joint","eta2_C3",0.4,0.0696551598148698,0.33034484018513
20260817,5,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260817,5,"separate_mirage","pi10",0.04,0.049,0.009
20260817,5,"separate_mirage","pi01",0.01,0.019,0.009
20260817,5,"separate_mirage","pi11",0.01,0.001,0.009
20260817,5,"separate_mirage","eta1_C1",0.05,0.0389561665662952,0.0110438334337048
20260817,5,"separate_mirage","eta1_C2",0.2,0.684626797741283,0.484626797741283
20260817,5,"separate_mirage","eta1_C3",0.5,0.647688876731631,0.147688876731631
20260817,5,"separate_mirage","eta2_C1",0.03,0.00631976871085538,0.0236802312891446
20260817,5,"separate_mirage","eta2_C2",0.15,0.536667426551537,0.386667426551537
20260817,5,"separate_mirage","eta2_C3",0.4,0.0567536595988885,0.343246340401112
20260817,5,"mtada_aggregated","pi00",0.94,0.93198906,0.00801094000000002
20260817,5,"mtada_aggregated","pi10",0.04,0.04801094,0.00801094
20260817,5,"mtada_aggregated","pi01",0.01,0.01801094,0.00801094
20260817,5,"mtada_aggregated","pi11",0.01,0.00198906,0.00801094
20260818,6,"mirage_joint","pi00",0.94,0.921512943601394,0.0184870563986059
20260818,6,"mirage_joint","pi10",0.04,0.0673801228101056,0.0273801228101056
20260818,6,"mirage_joint","pi01",0.01,0.00454403540949532,0.00545596459050468
20260818,6,"mirage_joint","pi11",0.01,0.00656289817900513,0.00343710182099487
20260818,6,"mirage_joint","eta1_C1",0.05,0.122736672019096,0.0727366720190959
20260818,6,"mirage_joint","eta1_C2",0.2,0.357693398139558,0.157693398139558
20260818,6,"mirage_joint","eta1_C3",0.5,0.33058001409325,0.16941998590675
20260818,6,"mirage_joint","eta2_C1",0.03,0.0350166776905236,0.00501667769052356
20260818,6,"mirage_joint","eta2_C2",0.15,0.0399169209752556,0.110083079024744
20260818,6,"mirage_joint","eta2_C3",0.4,0.162212947232772,0.237787052767228
20260818,6,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260818,6,"separate_mirage","pi10",0.04,0.049,0.009
20260818,6,"separate_mirage","pi01",0.01,0.019,0.009
20260818,6,"separate_mirage","pi11",0.01,0.001,0.009
20260818,6,"separate_mirage","eta1_C1",0.05,0.170594792136891,0.120594792136891
20260818,6,"separate_mirage","eta1_C2",0.2,0.465200927776071,0.265200927776071
20260818,6,"separate_mirage","eta1_C3",0.5,0.473711567256396,0.0262884327436041
20260818,6,"separate_mirage","eta2_C1",0.03,0.140385320783602,0.110385320783602
20260818,6,"separate_mirage","eta2_C2",0.15,0.0638697675220363,0.0861302324779637
20260818,6,"separate_mirage","eta2_C3",0.4,0.0586914102359342,0.341308589764066
20260818,6,"mtada_aggregated","pi00",0.94,0.93275694,0.00724305999999997
20260818,6,"mtada_aggregated","pi10",0.04,0.04724306,0.00724306
20260818,6,"mtada_aggregated","pi01",0.01,0.01724306,0.00724306
20260818,6,"mtada_aggregated","pi11",0.01,0.00275694,0.00724306
20260819,7,"mirage_joint","pi00",0.94,0.924890556062306,0.0151094439376941
20260819,7,"mirage_joint","pi10",0.04,0.0300177857089379,0.00998221429106209
20260819,7,"mirage_joint","pi01",0.01,0.00623687415417833,0.00376312584582167
20260819,7,"mirage_joint","pi11",0.01,0.038854784074578,0.028854784074578
20260819,7,"mirage_joint","eta1_C1",0.05,0.0083540260243282,0.0416459739756718
20260819,7,"mirage_joint","eta1_C2",0.2,0.234682486290501,0.0346824862905013
20260819,7,"mirage_joint","eta1_C3",0.5,0.172625412692135,0.327374587307865
20260819,7,"mirage_joint","eta2_C1",0.03,0.0048203660239798,0.0251796339760202
20260819,7,"mirage_joint","eta2_C2",0.15,0.287859591389126,0.137859591389126
20260819,7,"mirage_joint","eta2_C3",0.4,0.118311186832868,0.281688813167132
20260819,7,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260819,7,"separate_mirage","pi10",0.04,0.049,0.009
20260819,7,"separate_mirage","pi01",0.01,0.019,0.009
20260819,7,"separate_mirage","pi11",0.01,0.001,0.009
20260819,7,"separate_mirage","eta1_C1",0.05,0.0105856418125722,0.0394143581874278
20260819,7,"separate_mirage","eta1_C2",0.2,0.271590770624872,0.0715907706248722
20260819,7,"separate_mirage","eta1_C3",0.5,0.237361333654357,0.262638666345643
20260819,7,"separate_mirage","eta2_C1",0.03,0.0386047571286684,0.0086047571286684
20260819,7,"separate_mirage","eta2_C2",0.15,0.421360995476617,0.271360995476617
20260819,7,"separate_mirage","eta2_C3",0.4,0.0945220231739619,0.305477976826038
20260819,7,"mtada_aggregated","pi00",0.94,0.9411324,0.00113240000000003
20260819,7,"mtada_aggregated","pi10",0.04,0.0388676,0.0011324
20260819,7,"mtada_aggregated","pi01",0.01,0.0088676,0.0011324
20260819,7,"mtada_aggregated","pi11",0.01,0.0111324,0.0011324
20260820,8,"mirage_joint","pi00",0.94,0.807510557435672,0.132489442564328
20260820,8,"mirage_joint","pi10",0.04,0.166291232245561,0.126291232245561
20260820,8,"mirage_joint","pi01",0.01,0.0255901864904099,0.0155901864904099
20260820,8,"mirage_joint","pi11",0.01,0.000608023828357311,0.00939197617164269
20260820,8,"mirage_joint","eta1_C1",0.05,0.0555457441877147,0.00554574418771474
20260820,8,"mirage_joint","eta1_C2",0.2,0.160555596648827,0.0394444033511729
20260820,8,"mirage_joint","eta1_C3",0.5,0.328203170339474,0.171796829660526
20260820,8,"mirage_joint","eta2_C1",0.03,0.000493697764841769,0.0295063022351582
20260820,8,"mirage_joint","eta2_C2",0.15,0.0070285367996116,0.142971463200388
20260820,8,"mirage_joint","eta2_C3",0.4,0.999846718617008,0.599846718617008
20260820,8,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260820,8,"separate_mirage","pi10",0.04,0.049,0.009
20260820,8,"separate_mirage","pi01",0.01,0.019,0.009
20260820,8,"separate_mirage","pi11",0.01,0.001,0.009
20260820,8,"separate_mirage","eta1_C1",0.05,0.126906526929265,0.0769065269292652
20260820,8,"separate_mirage","eta1_C2",0.2,0.263478746714342,0.0634787467143416
20260820,8,"separate_mirage","eta1_C3",0.5,0.486184914385863,0.0138150856141369
20260820,8,"separate_mirage","eta2_C1",0.03,0.00041325469481294,0.0295867453051871
20260820,8,"separate_mirage","eta2_C2",0.15,0.00417496674795791,0.145825033252042
20260820,8,"separate_mirage","eta2_C3",0.4,0.999994040814485,0.599994040814485
20260820,8,"mtada_aggregated","pi00",0.94,0.93120367,0.00879633000000002
20260820,8,"mtada_aggregated","pi10",0.04,0.04879633,0.00879633
20260820,8,"mtada_aggregated","pi01",0.01,0.01879633,0.00879633
20260820,8,"mtada_aggregated","pi11",0.01,0.00120367,0.00879633
20260821,9,"mirage_joint","pi00",0.94,0.754926222167314,0.185073777832686
20260821,9,"mirage_joint","pi10",0.04,0.127951359642873,0.0879513596428733
20260821,9,"mirage_joint","pi01",0.01,0.0393427177108231,0.0293427177108231
20260821,9,"mirage_joint","pi11",0.01,0.07777970047899,0.06777970047899
20260821,9,"mirage_joint","eta1_C1",0.05,0.0719980086419409,0.0219980086419409
20260821,9,"mirage_joint","eta1_C2",0.2,0.32312184722451,0.12312184722451
20260821,9,"mirage_joint","eta1_C3",0.5,0.386385711955919,0.113614288044081
20260821,9,"mirage_joint","eta2_C1",0.03,0.0914468312264852,0.0614468312264852
20260821,9,"mirage_joint","eta2_C2",0.15,0.29715740675517,0.14715740675517
20260821,9,"mirage_joint","eta2_C3",0.4,0.154759591011226,0.245240408988774
20260821,9,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260821,9,"separate_mirage","pi10",0.04,0.049,0.009
20260821,9,"separate_mirage","pi01",0.01,0.019,0.009
20260821,9,"separate_mirage","pi11",0.01,0.001,0.009
20260821,9,"separate_mirage","eta1_C1",0.05,0.146214605228963,0.0962146052289626
20260821,9,"separate_mirage","eta1_C2",0.2,0.679029149732786,0.479029149732786
20260821,9,"separate_mirage","eta1_C3",0.5,0.836745820984829,0.336745820984829
20260821,9,"separate_mirage","eta2_C1",0.03,0.175711871764872,0.145711871764872
20260821,9,"separate_mirage","eta2_C2",0.15,0.527898434452456,0.377898434452456
20260821,9,"separate_mirage","eta2_C3",0.4,0.856309036866423,0.456309036866423
20260821,9,"mtada_aggregated","pi00",0.94,0.93210772,0.00789227999999997
20260821,9,"mtada_aggregated","pi10",0.04,0.04789228,0.00789228
20260821,9,"mtada_aggregated","pi01",0.01,0.01789228,0.00789228
20260821,9,"mtada_aggregated","pi11",0.01,0.00210772,0.00789228
20260822,10,"mirage_joint","pi00",0.94,0.883175281137963,0.0568247188620372
20260822,10,"mirage_joint","pi10",0.04,0.0273446144785538,0.0126553855214462
20260822,10,"mirage_joint","pi01",0.01,0.0771626179441794,0.0671626179441794
20260822,10,"mirage_joint","pi11",0.01,0.0123174864393041,0.0023174864393041
20260822,10,"mirage_joint","eta1_C1",0.05,0.229997721594026,0.179997721594026
20260822,10,"mirage_joint","eta1_C2",0.2,0.561236377952683,0.361236377952683
20260822,10,"mirage_joint","eta1_C3",0.5,0.925623727505624,0.425623727505624
20260822,10,"mirage_joint","eta2_C1",0.03,0.00132776929938083,0.0286722307006192
20260822,10,"mirage_joint","eta2_C2",0.15,0.268751807154737,0.118751807154737
20260822,10,"mirage_joint","eta2_C3",0.4,0.178616887747123,0.221383112252877
20260822,10,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260822,10,"separate_mirage","pi10",0.04,0.049,0.009
20260822,10,"separate_mirage","pi01",0.01,0.019,0.009
20260822,10,"separate_mirage","pi11",0.01,0.001,0.009
20260822,10,"separate_mirage","eta1_C1",0.05,0.227157200254905,0.177157200254905
20260822,10,"separate_mirage","eta1_C2",0.2,0.546928749739496,0.346928749739496
20260822,10,"separate_mirage","eta1_C3",0.5,0.933928522339614,0.433928522339614
20260822,10,"separate_mirage","eta2_C1",0.03,0.00377126197783089,0.0262287380221691
20260822,10,"separate_mirage","eta2_C2",0.15,0.540302842492762,0.390302842492762
20260822,10,"separate_mirage","eta2_C3",0.4,0.0792577016105173,0.320742298389483
20260822,10,"mtada_aggregated","pi00",0.94,0.93248565,0.00751435
20260822,10,"mtada_aggregated","pi10",0.04,0.04751435,0.00751435
20260822,10,"mtada_aggregated","pi01",0.01,0.01751435,0.00751435
20260822,10,"mtada_aggregated","pi11",0.01,0.00248565,0.00751435
