"seed","replicate","method","parameter","truth","estimate","abs_error"
20260827,15,"separate_mirage","eta2_C2",0.15,0.424785710693121,0.274785710693121
20260827,15,"separate_mirage","eta2_C3",0.4,0.951021574827585,0.551021574827585
20260827,15,"mtada_aggregated","pi00",0.94,0.93988222,0.000117779999999956
20260827,15,"mtada_aggregated","pi10",0.04,0.04011778,0.000117780000000005
20260827,15,"mtada_aggregated","pi01",0.01,0.01011778,0.00011778
20260827,15,"mtada_aggregated","pi11",0.01,0.00988222,0.00011778
20260828,16,"mirage_joint","pi00",0.94,0.821419062998432,0.118580937001568
20260828,16,"mirage_joint","pi10",0.04,0.142644857616019,0.102644857616019
20260828,16,"mirage_joint","pi01",0.01,0.0355638516993992,0.0255638516993992
20260828,16,"mirage_joint","pi11",0.01,0.000372227686150218,0.00962777231384978
20260828,16,"mirage_joint","eta1_C1",0.05,0.05933460158987,0.00933460158987001
20260828,16,"mirage_joint","eta1_C2",0.2,0.270018834589328,0.0700188345893283
20260828,16,"mirage_joint","eta1_C3",0.5,0.447212742463186,0.0527872575368143
20260828,16,"mirage_joint","eta2_C1",0.03,2.76051083838767e-05,0.0299723948916161
20260828,16,"mirage_joint","eta2_C2",0.15,0.154933632964522,0.00493363296452201
20260828,16,"mirage_joint","eta2_C3",0.4,0.0809862734463017,0.319013726553698
20260828,16,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260828,16,"separate_mirage","pi10",0.04,0.049,0.009
20260828,16,"separate_mirage","pi01",0.01,0.019,0.009
20260828,16,"separate_mirage","pi11",0.01,0.001,0.009
20260828,16,"separate_mirage","eta1_C1",0.05,0.121323035259646,0.0713230352596461
20260828,16,"separate_mirage","eta1_C2",0.2,0.389676649502095,0.189676649502095
20260828,16,"separate_mirage","eta1_C3",0.5,0.7035834902063,0.2035834902063
20260828,16,"separate_mirage","eta2_C1",0.03,3.17324007113061e-05,0.0299682675992887
20260828,16,"separate_mirage","eta2_C2",0.15,0.245074369195506,0.0950743691955057
20260828,16,"separate_mirage","eta2_C3",0.4,0.104001366742939,0.295998633257061
20260828,16,"mtada_aggregated","pi00",0.94,0.93860432,0.00139568000000001
20260828,16,"mtada_aggregated","pi10",0.04,0.04139568,0.00139568
20260828,16,"mtada_aggregated","pi01",0.01,0.01139568,0.00139568
20260828,16,"mtada_aggregated","pi11",0.01,0.00860432,0.00139568
20260829,17,"mirage_joint","pi00",0.94,0.830191702040595,0.109808297959405
20260829,17,"mirage_joint","pi10",0.04,0.108854150639263,0.0688541506392631
20260829,17,"mirage_joint","pi01",0.01,0.026243737995476,0.016243737995476
20260829,17,"mirage_joint","pi11",0.01,0.0347104093246665,0.0247104093246665
20260829,17,"mirage_joint","eta1_C1",0.05,0.0337837140788528,0.0162162859211472
20260829,17,"mirage_joint","eta1_C2",0.2,0.212776490184274,0.0127764901842735
20260829,17,"mirage_joint","eta1_C3",0.5,0.413923972367209,0.0860760276327915
20260829,17,"mirage_joint","eta2_C1",0.03,0.112258006825315,0.0822580068253154
20260829,17,"mirage_joint","eta2_C2",0.15,0.0986602338250505,0.0513397661749495
20260829,17,"mirage_joint","eta2_C3",0.4,0.32368920818997,0.0763107918100303
20260829,17,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260829,17,"separate_mirage","pi10",0.04,0.049,0.009
20260829,17,"separate_mirage","pi01",0.01,0.019,0.009
20260829,17,"separate_mirage","pi11",0.01,0.001,0.009
20260829,17,"separate_mirage","eta1_C1",0.05,0.0709978621603346,0.0209978621603346
20260829,17,"separate_mirage","eta1_C2",0.2,0.357279646125678,0.157279646125678
20260829,17,"separate_mirage","eta1_C3",0.5,0.98919234748186,0.48919234748186
20260829,17,"separate_mirage","eta2_C1",0.03,0.252317264624902,0.222317264624902
20260829,17,"separate_mirage","eta2_C2",0.15,0.249165865860851,0.0991658658608513
20260829,17,"separate_mirage","eta2_C3",0.4,0.567928681613778,0.167928681613778
20260829,17,"mtada_aggregated","pi00",0.94,0.9389708,0.00102920000000006
20260829,17,"mtada_aggregated","pi10",0.04,0.0410292,0.0010292
20260829,17,"mtada_aggregated","pi01",0.01,0.0110292,0.0010292
20260829,17,"mtada_aggregated","pi11",0.01,0.0089708,0.0010292
20260830,18,"mirage_joint","pi00",0.94,0.879950066397972,0.0600499336020278
20260830,18,"mirage_joint","pi10",0.04,0.093437034719561,0.053437034719561
20260830,18,"mirage_joint","pi01",0.01,0.0266118990274572,0.0166118990274572
20260830,18,"mirage_joint","pi11",0.01,9.99855009582791e-07,0.00999900014499042
20260830,18,"mirage_joint","eta1_C1",0.05,0.00538227027146942,0.0446177297285306
20260830,18,"mirage_joint","eta1_C2",0.2,0.119629324982644,0.0803706750173558
20260830,18,"mirage_joint","eta1_C3",0.5,0.551518180993618,0.0515181809936184
20260830,18,"mirage_joint","eta2_C1",0.03,0.024695842452813,0.00530415754718697
20260830,18,"mirage_joint","eta2_C2",0.15,0.436176777236699,0.286176777236699
20260830,18,"mirage_joint","eta2_C3",0.4,0.686788062498712,0.286788062498712
20260830,18,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260830,18,"separate_mirage","pi10",0.04,0.049,0.009
20260830,18,"separate_mirage","pi01",0.01,0.019,0.009
20260830,18,"separate_mirage","pi11",0.01,0.001,0.009
20260830,18,"separate_mirage","eta1_C1",0.05,0.00318180586611477,0.0468181941338852
20260830,18,"separate_mirage","eta1_C2",0.2,0.131247190460197,0.0687528095398031
20260830,18,"separate_mirage","eta1_C3",0.5,0.725711039469849,0.225711039469849
20260830,18,"separate_mirage","eta2_C1",0.03,0.221253859002146,0.191253859002146
20260830,18,"separate_mirage","eta2_C2",0.15,0.875748596128537,0.725748596128537
20260830,18,"separate_mirage","eta2_C3",0.4,0.946627599037732,0.546627599037732
20260830,18,"mtada_aggregated","pi00",0.94,0.93818294,0.00181706000000004
20260830,18,"mtada_aggregated","pi10",0.04,0.04181706,0.00181706
20260830,18,"mtada_aggregated","pi01",0.01,0.01181706,0.00181706
20260830,18,"mtada_aggregated","pi11",0.01,0.00818294,0.00181706
20260831,19,"mirage_joint","pi00",0.94,0.92585606811324,0.0141439318867601
20260831,19,"mirage_joint","pi10",0.04,0.0714226452410381,0.0314226452410381
20260831,19,"mirage_joint","pi01",0.01,0.00138735275174365,0.00861264724825635
20260831,19,"mirage_joint","pi11",0.01,0.0013339338939783,0.0086660661060217
20260831,19,"mirage_joint","eta1_C1",0.05,0.119161209384494,0.0691612093844943
20260831,19,"mirage_joint","eta1_C2",0.2,0.173720336163597,0.0262796638364031
20260831,19,"mirage_joint","eta1_C3",0.5,0.38642602129863,0.11357397870137
20260831,19,"mirage_joint","eta2_C1",0.03,0.000517875424790835,0.0294821245752092
20260831,19,"mirage_joint","eta2_C2",0.15,0.00384612894507844,0.146153871054922
20260831,19,"mirage_joint","eta2_C3",0.4,0.000815494372557888,0.399184505627442
20260831,19,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260831,19,"separate_mirage","pi10",0.04,0.049,0.009
20260831,19,"separate_mirage","pi01",0.01,0.019,0.009
20260831,19,"separate_mirage","pi11",0.01,0.001,0.009
20260831,19,"separate_mirage","eta1_C1",0.05,0.165631829700513,0.115631829700513
20260831,19,"separate_mirage","eta1_C2",0.2,0.212848486888087,0.0128484868880872
20260831,19,"separate_mirage","eta1_C3",0.5,0.530917399916744,0.0309173999167438
20260831,19,"separate_mirage","eta2_C1",0.03,5.78169558393473e-05,0.0299421830441607
20260831,19,"separate_mirage","eta2_C2",0.15,0.0140921942537494,0.135907805746251
20260831,19,"separate_mirage","eta2_C3",0.4,0.842636890095503,0.442636890095503
20260831,19,"mtada_aggregated","pi00",0.94,0.93937566,0.000624340000000001
20260831,19,"mtada_aggregated","pi10",0.04,0.04062434,0.000624340000000001
20260831,19,"mtada_aggregated","pi01",0.01,0.01062434,0.000624340000000001
20260831,19,"mtada_aggregated","pi11",0.01,0.00937566,0.000624340000000001
20260832,20,"mirage_joint","pi00",0.94,0.939540335235177,0.000459664764823287
20260832,20,"mirage_joint","pi10",0.04,0.0172384868290135,0.0227615131709865
20260832,20,"mirage_joint","pi01",0.01,3.28273014182348e-05,0.00996717269858177
20260832,20,"mirage_joint","pi11",0.01,0.0431883506343917,0.0331883506343917
20260832,20,"mirage_joint","eta1_C1",0.05,0.0738222729971784,0.0238222729971784
20260832,20,"mirage_joint","eta1_C2",0.2,0.00179253518058225,0.198207464819418
20260832,20,"mirage_joint","eta1_C3",0.5,0.71524007034634,0.215240070346341
20260832,20,"mirage_joint","eta2_C1",0.03,0.000206117700064888,0.0297938822999351
20260832,20,"mirage_joint","eta2_C2",0.15,0.119793749150805,0.0302062508491948
20260832,20,"mirage_joint","eta2_C3",0.4,0.368650821415591,0.031349178584409
20260832,20,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260832,20,"separate_mirage","pi10",0.04,0.049,0.009
20260832,20,"separate_mirage","pi01",0.01,0.019,0.009
20260832,20,"separate_mirage","pi11",0.01,0.001,0.009
20260832,20,"separate_mirage","eta1_C1",0.05,0.0686274168058921,0.0186274168058921
20260832,20,"separate_mirage","eta1_C2",0.2,0.00164820415276224,0.198351795847238
20260832,20,"separate_mirage","eta1_C3",0.5,0.784006068192235,0.284006068192235
20260832,20,"separate_mirage","eta2_C1",0.03,0.0021837363722607,0.0278162636277393
20260832,20,"separate_mirage","eta2_C2",0.15,0.310484768818161,0.160484768818161
20260832,20,"separate_mirage","eta2_C3",0.4,1.53473492656948e-06,0.399998465265073
20260832,20,"mtada_aggregated","pi00",0.94,0.93806431,0.00193569000000005
20260832,20,"mtada_aggregated","pi10",0.04,0.04193569,0.00193569
20260832,20,"mtada_aggregated","pi01",0.01,0.01193569,0.00193569
20260832,20,"mtada_aggregated","pi11",0.01,0.00806431,0.00193569
20260833,21,"mirage_joint","pi00",0.94,0.963503151169898,0.0235031511698983
20260833,21,"mirage_joint","pi10",0.04,0.000126504850352499,0.0398734951496475
20260833,21,"mirage_joint","pi01",0.01,0.00631880154855894,0.00368119845144106
20260833,21,"mirage_joint","pi11",0.01,0.0300515424311903,0.0200515424311903
20260833,21,"mirage_joint","eta1_C1",0.05,0.0098085606082794,0.0401914393917206
20260833,21,"mirage_joint","eta1_C2",0.2,0.203079674367538,0.00307967436753778
20260833,21,"mirage_joint","eta1_C3",0.5,0.244977998694911,0.255022001305089
20260833,21,"mirage_joint","eta2_C1",0.03,0.0551718524788032,0.0251718524788032
20260833,21,"mirage_joint","eta2_C2",0.15,0.362804761377723,0.212804761377723
20260833,21,"mirage_joint","eta2_C3",0.4,0.762353341344147,0.362353341344147
20260833,21,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260833,21,"separate_mirage","pi10",0.04,0.049,0.009
20260833,21,"separate_mirage","pi01",0.01,0.019,0.009
20260833,21,"separate_mirage","pi11",0.01,0.001,0.009
20260833,21,"separate_mirage","eta1_C1",0.05,0.00281761278522682,0.0471823872147732
20260833,21,"separate_mirage","eta1_C2",0.2,0.13070455984746,0.0692954401525401
20260833,21,"separate_mirage","eta1_C3",0.5,0.102836843044976,0.397163156955024
20260833,21,"separate_mirage","eta2_C1",0.03,0.0819631932257041,0.0519631932257041
20260833,21,"separate_mirage","eta2_C2",0.15,0.462379664345091,0.312379664345091
20260833,21,"separate_mirage","eta2_C3",0.4,0.951605457334191,0.551605457334191
20260833,21,"mtada_aggregated","pi00",0.94,0.93803709,0.00196291000000004
20260833,21,"mtada_aggregated","pi10",0.04,0.04196291,0.00196291000000001
20260833,21,"mtada_aggregated","pi01",0.01,0.01196291,0.00196291
20260833,21,"mtada_aggregated","pi11",0.01,0.00803709,0.00196291
20260834,22,"mirage_joint","pi00",0.94,0.823694353901119,0.116305646098881
20260834,22,"mirage_joint","pi10",0.04,0.129387386487775,0.089387386487775
20260834,22,"mirage_joint","pi01",0.01,0.0371041951232126,0.0271041951232126
20260834,22,"mirage_joint","pi11",0.01,0.00981406448789327,0.00018593551210673
20260834,22,"mirage_joint","eta1_C1",0.05,0.0520861969589676,0.00208619695896758
20260834,22,"mirage_joint","eta1_C2",0.2,0.183816816922479,0.0161831830775211
20260834,22,"mirage_joint","eta1_C3",0.5,0.31638648162307,0.18361351837693
20260834,22,"mirage_joint","eta2_C1",0.03,0.0533160387182633,0.0233160387182633
20260834,22,"mirage_joint","eta2_C2",0.15,0.331897990328112,0.181897990328112
20260834,22,"mirage_joint","eta2_C3",0.4,0.558922812948519,0.158922812948519
20260834,22,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260834,22,"separate_mirage","pi10",0.04,0.049,0.009
20260834,22,"separate_mirage","pi01",0.01,0.019,0.009
20260834,22,"separate_mirage","pi11",0.01,0.001,0.009
20260834,22,"separate_mirage","eta1_C1",0.05,0.106691686630963,0.0566916866309633
20260834,22,"separate_mirage","eta1_C2",0.2,0.291709505704183,0.0917095057041831
20260834,22,"separate_mirage","eta1_C3",0.5,0.514586185731457,0.0145861857314574
20260834,22,"separate_mirage","eta2_C1",0.03,0.0988532244343154,0.0688532244343154
20260834,22,"separate_mirage","eta2_C2",0.15,0.413224230420794,0.263224230420794
20260834,22,"separate_mirage","eta2_C3",0.4,0.947147998135756,0.547147998135756
20260834,22,"mtada_aggregated","pi00",0.94,0.93856642,0.00143358000000005
20260834,22,"mtada_aggregated","pi10",0.04,0.04143358,0.00143358
20260834,22,"mtada_aggregated","pi01",0.01,0.01143358,0.00143358
20260834,22,"mtada_aggregated","pi11",0.01,0.00856642,0.00143358
20260835,23,"mirage_joint","pi00",0.94,0.97832032722902,0.0383203272290202
20260835,23,"mirage_joint","pi10",0.04,6.73665266829767e-05,0.039932633473317
20260835,23,"mirage_joint","pi01",0.01,0.00191784506180367,0.00808215493819633
20260835,23,"mirage_joint","pi11",0.01,0.0196944611824932,0.00969446118249317
20260835,23,"mirage_joint","eta1_C1",0.05,0.351701359316511,0.301701359316511
20260835,23,"mirage_joint","eta1_C2",0.2,0.420451742128837,0.220451742128837
20260835,23,"mirage_joint","eta1_C3",0.5,0.503407338309662,0.00340733830966156
20260835,23,"mirage_joint","eta2_C1",0.03,0.000535566476588502,0.0294644335234115
20260835,23,"mirage_joint","eta2_C2",0.15,0.121112184115987,0.0288878158840127
20260835,23,"mirage_joint","eta2_C3",0.4,0.690330836122166,0.290330836122165
20260835,23,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260835,23,"separate_mirage","pi10",0.04,0.049,0.009
20260835,23,"separate_mirage","pi01",0.01,0.019,0.009
20260835,23,"separate_mirage","pi11",0.01,0.001,0.009
20260835,23,"separate_mirage","eta1_C1",0.05,0.173145769632585,0.123145769632585
20260835,23,"separate_mirage","eta1_C2",0.2,0.311187369043434,0.111187369043434
20260835,23,"separate_mirage","eta1_C3",0.5,0.41116510102977,0.0888348989702304
20260835,23,"separate_mirage","eta2_C1",0.03,1.65506633633012e-05,0.0299834493366367
20260835,23,"separate_mirage","eta2_C2",0.15,0.261873252310181,0.111873252310181
20260835,23,"separate_mirage","eta2_C3",0.4,0.0319468876339246,0.368053112366075
20260835,23,"mtada_aggregated","pi00",0.94,0.93913651,0.000863489999999967
20260835,23,"mtada_aggregated","pi10",0.04,0.04086349,0.000863490000000001
20260835,23,"mtada_aggregated","pi01",0.01,0.01086349,0.00086349
20260835,23,"mtada_aggregated","pi11",0.01,0.00913651,0.00086349
20260836,24,"mirage_joint","pi00",0.94,0.914331852125186,0.0256681478748138
20260836,24,"mirage_joint","pi10",0.04,0.0385903151856266,0.00140968481437341
20260836,24,"mirage_joint","pi01",0.01,0.0197075182244354,0.00970751822443541
20260836,24,"mirage_joint","pi11",0.01,0.0273703144647517,0.0173703144647517
20260836,24,"mirage_joint","eta1_C1",0.05,9.41247836047518e-05,0.0499058752163953
20260836,24,"mirage_joint","eta1_C2",0.2,0.524863648097375,0.324863648097375
20260836,24,"mirage_joint","eta1_C3",0.5,0.605737460891887,0.105737460891887
20260836,24,"mirage_joint","eta2_C1",0.03,0.078636105920149,0.048636105920149
20260836,24,"mirage_joint","eta2_C2",0.15,0.0459337620295786,0.104066237970421
20260836,24,"mirage_joint","eta2_C3",0.4,0.161539600385629,0.238460399614371
20260836,24,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260836,24,"separate_mirage","pi10",0.04,0.049,0.009
20260836,24,"separate_mirage","pi01",0.01,0.019,0.009
20260836,24,"separate_mirage","pi11",0.01,0.001,0.009
20260836,24,"separate_mirage","eta1_C1",0.05,4.23455069755935e-05,0.0499576544930244
20260836,24,"separate_mirage","eta1_C2",0.2,0.588551344686703,0.388551344686703
20260836,24,"separate_mirage","eta1_C3",0.5,0.681338260395156,0.181338260395156
20260836,24,"separate_mirage","eta2_C1",0.03,0.094589997111242,0.064589997111242
20260836,24,"separate_mirage","eta2_C2",0.15,0.00131041740959478,0.148689582590405
20260836,24,"separate_mirage","eta2_C3",0.4,0.313651286234638,0.0863487137653619
20260836,24,"mtada_aggregated","pi00",0.94,0.93836647,0.00163352999999999
20260836,24,"mtada_aggregated","pi10",0.04,0.04163353,0.00163353
20260836,24,"mtada_aggregated","pi01",0.01,0.01163353,0.00163353
20260836,24,"mtada_aggregated","pi11",0.01,0.00836647,0.00163353
20260837,25,"mirage_joint","pi00",0.94,0.953500389865884,0.0135003898658838
20260837,25,"mirage_joint","pi10",0.04,0.0124723176667944,0.0275276823332056
20260837,25,"mirage_joint","pi01",0.01,1.42164060978029e-05,0.0099857835939022
20260837,25,"mirage_joint","pi11",0.01,0.0340130760612242,0.0240130760612242
20260837,25,"mirage_joint","eta1_C1",0.05,0.0652889323088416,0.0152889323088416
20260837,25,"mirage_joint","eta1_C2",0.2,0.414662283914701,0.214662283914701
20260837,25,"mirage_joint","eta1_C3",0.5,0.226570985135509,0.273429014864491
20260837,25,"mirage_joint","eta2_C1",0.03,0.000798146403262816,0.0292018535967372
20260837,25,"mirage_joint","eta2_C2",0.15,9.64908371794151e-05,0.149903509162821
20260837,25,"mirage_joint","eta2_C3",0.4,0.535829523067523,0.135829523067523
20260837,25,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260837,25,"separate_mirage","pi10",0.04,0.049,0.009
20260837,25,"separate_mirage","pi01",0.01,0.019,0.009
20260837,25,"separate_mirage","pi11",0.01,0.001,0.009
20260837,25,"separate_mirage","eta1_C1",0.05,0.00181704060132634,0.0481829593986737
20260837,25,"separate_mirage","eta1_C2",0.2,0.497291504841731,0.297291504841731
20260837,25,"separate_mirage","eta1_C3",0.5,0.0685902184144265,0.431409781585574
20260837,25,"separate_mirage","eta2_C1",0.03,0.00679378437423289,0.0232062156257671
20260837,25,"separate_mirage","eta2_C2",0.15,0.000143126121928507,0.149856873878071
20260837,25,"separate_mirage","eta2_C3",0.4,0.432358342418446,0.0323583424184464
20260837,25,"mtada_aggregated","pi00",0.94,0.93973808,0.000261920000000027
20260837,25,"mtada_aggregated","pi10",0.04,0.04026192,0.000261920000000006
20260837,25,"mtada_aggregated","pi01",0.01,0.01026192,0.000261920000000001
20260837,25,"mtada_aggregated","pi11",0.01,0.00973808,0.000261920000000001
20260838,26,"mirage_joint","pi00",0.94,0.959866860624196,0.0198668606241961
20260838,26,"mirage_joint","pi10",0.04,0.016999583510615,0.023000416489385
20260838,26,"mirage_joint","pi01",0.01,0.000158146526270137,0.00984185347372986
20260838,26,"mirage_joint","pi11",0.01,0.0229754093389188,0.0129754093389188
20260838,26,"mirage_joint","eta1_C1",0.05,0.0902979402038441,0.0402979402038441
20260838,26,"mirage_joint","eta1_C2",0.2,0.678674297334158,0.478674297334158
20260838,26,"mirage_joint","eta1_C3",0.5,0.496087138017169,0.00391286198283142
20260838,26,"mirage_joint","eta2_C1",0.03,0.0902327732962191,0.0602327732962191
20260838,26,"mirage_joint","eta2_C2",0.15,0.226766209193142,0.0767662091931421
20260838,26,"mirage_joint","eta2_C3",0.4,0.989192111659792,0.589192111659792
20260838,26,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260838,26,"separate_mirage","pi10",0.04,0.049,0.009
20260838,26,"separate_mirage","pi01",0.01,0.019,0.009
20260838,26,"separate_mirage","pi11",0.01,0.001,0.009
20260838,26,"separate_mirage","eta1_C1",0.05,0.0874085843909506,0.0374085843909506
20260838,26,"separate_mirage","eta1_C2",0.2,0.424359030044296,0.224359030044296
20260838,26,"separate_mirage","eta1_C3",0.5,0.572325598230668,0.0723255982306682
20260838,26,"separate_mirage","eta2_C1",0.03,0.114479533897749,0.0844795338977485
20260838,26,"separate_mirage","eta2_C2",0.15,0.341896806860735,0.191896806860735
20260838,26,"separate_mirage","eta2_C3",0.4,0.912112342750483,0.512112342750483
20260838,26,"mtada_aggregated","pi00",0.94,0.93762632,0.00237368000000004
20260838,26,"mtada_aggregated","pi10",0.04,0.04237368,0.00237368
20260838,26,"mtada_aggregated","pi01",0.01,0.01237368,0.00237368
20260838,26,"mtada_aggregated","pi11",0.01,0.00762632,0.00237368
20260839,27,"mirage_joint","pi00",0.94,0.873972259641788,0.0660277403582116
20260839,27,"mirage_joint","pi10",0.04,0.0683883290690146,0.0283883290690146
20260839,27,"mirage_joint","pi01",0.01,0.0560811680852851,0.0460811680852851
20260839,27,"mirage_joint","pi11",0.01,0.00155824320391193,0.00844175679608807
20260839,27,"mirage_joint","eta1_C1",0.05,0.00569097198653628,0.0443090280134637
20260839,27,"mirage_joint","eta1_C2",0.2,0.427569790615216,0.227569790615216
20260839,27,"mirage_joint","eta1_C3",0.5,0.449110088344286,0.0508899116557137
20260839,27,"mirage_joint","eta2_C1",0.03,0.00229356946751174,0.0277064305324883
20260839,27,"mirage_joint","eta2_C2",0.15,0.304389938180931,0.154389938180931
20260839,27,"mirage_joint","eta2_C3",0.4,0.654693610138781,0.254693610138781
20260839,27,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260839,27,"separate_mirage","pi10",0.04,0.049,0.009
20260839,27,"separate_mirage","pi01",0.01,0.019,0.009
20260839,27,"separate_mirage","pi11",0.01,0.001,0.009
20260839,27,"separate_mirage","eta1_C1",0.05,0.00526425331607105,0.044735746683929
20260839,27,"separate_mirage","eta1_C2",0.2,0.497291005486402,0.297291005486402
20260839,27,"separate_mirage","eta1_C3",0.5,0.558381150975834,0.058381150975834
20260839,27,"separate_mirage","eta2_C1",0.03,0.00047217274623846,0.0295278272537615
20260839,27,"separate_mirage","eta2_C2",0.15,0.51386683936011,0.36386683936011
20260839,27,"separate_mirage","eta2_C3",0.4,0.996594319630022,0.596594319630022
20260839,27,"mtada_aggregated","pi00",0.94,0.93869952,0.00130048000000005
20260839,27,"mtada_aggregated","pi10",0.04,0.04130048,0.00130048
20260839,27,"mtada_aggregated","pi01",0.01,0.01130048,0.00130048
20260839,27,"mtada_aggregated","pi11",0.01,0.00869952,0.00130048
20260840,28,"mirage_joint","pi00",0.94,0.899761339224164,0.0402386607758357
20260840,28,"mirage_joint","pi10",0.04,0.0346351105157654,0.00536488948423459
20260840,28,"mirage_joint","pi01",0.01,0.00301936670412838,0.00698063329587162
20260840,28,"mirage_joint","pi11",0.01,0.062584183555942,0.052584183555942
20260840,28,"mirage_joint","eta1_C1",0.05,0.0710455182553593,0.0210455182553593
20260840,28,"mirage_joint","eta1_C2",0.2,0.139506246732122,0.0604937532678781
20260840,28,"mirage_joint","eta1_C3",0.5,0.216700797540238,0.283299202459762
20260840,28,"mirage_joint","eta2_C1",0.03,0.0529905457765956,0.0229905457765956
20260840,28,"mirage_joint","eta2_C2",0.15,0.117527492673669,0.032472507326331
20260840,28,"mirage_joint","eta2_C3",0.4,0.346873459739749,0.0531265402602507
20260840,28,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260840,28,"separate_mirage","pi10",0.04,0.049,0.009
20260840,28,"separate_mirage","pi01",0.01,0.019,0.009
20260840,28,"separate_mirage","pi11",0.01,0.001,0.009
20260840,28,"separate_mirage","eta1_C1",0.05,0.114998737096307,0.0649987370963069
20260840,28,"separate_mirage","eta1_C2",0.2,0.20892322425077,0.00892322425076983
20260840,28,"separate_mirage","eta1_C3",0.5,0.423755500405989,0.0762444995940111
20260840,28,"separate_mirage","eta2_C1",0.03,0.0204469579362602,0.00955304206373983
20260840,28,"separate_mirage","eta2_C2",0.15,0.491151081981525,0.341151081981525
20260840,28,"separate_mirage","eta2_C3",0.4,0.122282755633704,0.277717244366296
20260840,28,"mtada_aggregated","pi00",0.94,0.93947372,0.00052627999999999
20260840,28,"mtada_aggregated","pi10",0.04,0.04052628,0.000526280000000004
20260840,28,"mtada_aggregated","pi01",0.01,0.01052628,0.00052628
20260840,28,"mtada_aggregated","pi11",0.01,0.00947372,0.00052628
20260841,29,"mirage_joint","pi00",0.94,0.939469247654395,0.000530752345604513
20260841,29,"mirage_joint","pi10",0.04,0.00338060259551027,0.0366193974044897
20260841,29,"mirage_joint","pi01",0.01,1.81537146317527e-06,0.00999818462853683
20260841,29,"mirage_joint","pi11",0.01,0.0571483343786312,0.0471483343786312
20260841,29,"mirage_joint","eta1_C1",0.05,0.00823092392384614,0.0417690760761539
20260841,29,"mirage_joint","eta1_C2",0.2,0.0678349543210251,0.132165045678975
20260841,29,"mirage_joint","eta1_C3",0.5,0.799942747712964,0.299942747712964
20260841,29,"mirage_joint","eta2_C1",0.03,0.152188329796957,0.122188329796957
20260841,29,"mirage_joint","eta2_C2",0.15,0.171211191314051,0.0212111913140512
20260841,29,"mirage_joint","eta2_C3",0.4,0.134948828593049,0.265051171406951
20260841,29,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260841,29,"separate_mirage","pi10",0.04,0.049,0.009
20260841,29,"separate_mirage","pi01",0.01,0.019,0.009
20260841,29,"separate_mirage","pi11",0.01,0.001,0.009
20260841,29,"separate_mirage","eta1_C1",0.05,0.0101309248092536,0.0398690751907465
20260841,29,"separate_mirage","eta1_C2",0.2,0.125338804689674,0.0746611953103264
20260841,29,"separate_mirage","eta1_C3",0.5,0.940382558384639,0.440382558384639
20260841,29,"separate_mirage","eta2_C1",0.03,0.152794870404089,0.122794870404089
20260841,29,"separate_mirage","eta2_C2",0.15,0.221039238498623,0.0710392384986234
20260841,29,"separate_mirage","eta2_C3",0.4,0.342971843034373,0.0570281569656275
20260841,29,"mtada_aggregated","pi00",0.94,0.93826854,0.00173146000000002
20260841,29,"mtada_aggregated","pi10",0.04,0.04173146,0.00173146
20260841,29,"mtada_aggregated","pi01",0.01,0.01173146,0.00173146
20260841,29,"mtada_aggregated","pi11",0.01,0.00826854,0.00173146
20260842,30,"mirage_joint","pi00",0.94,0.930162709266577,0.00983729073342254
20260842,30,"mirage_joint","pi10",0.04,0.049695900325207,0.00969590032520704
20260842,30,"mirage_joint","pi01",0.01,9.4091007464374e-05,0.00990590899253563
20260842,30,"mirage_joint","pi11",0.01,0.0200472994007513,0.0100472994007513
20260842,30,"mirage_joint","eta1_C1",0.05,0.0282592879304704,0.0217407120695296
20260842,30,"mirage_joint","eta1_C2",0.2,0.0812631520993463,0.118736847900654
20260842,30,"mirage_joint","eta1_C3",0.5,0.674505063028889,0.174505063028889
20260842,30,"mirage_joint","eta2_C1",0.03,6.56888187132102e-06,0.0299934311181287
20260842,30,"mirage_joint","eta2_C2",0.15,0.0180381721578521,0.131961827842148
20260842,30,"mirage_joint","eta2_C3",0.4,0.488249158439064,0.0882491584390636
20260842,30,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260842,30,"separate_mirage","pi10",0.04,0.049,0.009
20260842,30,"separate_mirage","pi01",0.01,0.019,0.009
20260842,30,"separate_mirage","pi11",0.01,0.001,0.009
20260842,30,"separate_mirage","eta1_C1",0.05,0.045011687790344,0.00498831220965597
20260842,30,"separate_mirage","eta1_C2",0.2,0.0994909533901343,0.100509046609866
