"seed","replicate","method","parameter","truth","estimate","abs_error"
20260813,1,"mirage_joint","pi00",0.94,0.892939821404342,0.0470601785956576
20260813,1,"mirage_joint","pi10",0.04,0.0869586467294409,0.0469586467294409
20260813,1,"mirage_joint","pi01",0.01,0.00482445652185198,0.00517554347814802
20260813,1,"mirage_joint","pi11",0.01,0.0152770753443648,0.00527707534436476
20260813,1,"mirage_joint","eta1_C1",0.05,0.000532896755311602,0.0494671032446884
20260813,1,"mirage_joint","eta1_C2",0.2,0.416676817411142,0.216676817411142
20260813,1,"mirage_joint","eta1_C3",0.5,0.369991784319857,0.130008215680143
20260813,1,"mirage_joint","eta2_C1",0.03,0.0221734047479099,0.00782659525209011
20260813,1,"mirage_joint","eta2_C2",0.15,0.0980843976567321,0.0519156023432678
20260813,1,"mirage_joint","eta2_C3",0.4,0.094217233167688,0.305782766832312
20260813,1,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260813,1,"separate_mirage","pi10",0.04,0.049,0.009
20260813,1,"separate_mirage","pi01",0.01,0.019,0.009
20260813,1,"separate_mirage","pi11",0.01,0.001,0.009
20260813,1,"separate_mirage","eta1_C1",0.05,0.000218240275623384,0.0497817597243766
20260813,1,"separate_mirage","eta1_C2",0.2,0.634210395037711,0.434210395037711
20260813,1,"separate_mirage","eta1_C3",0.5,0.499771160400118,0.000228839599882458
20260813,1,"separate_mirage","eta2_C1",0.03,0.0127101706399787,0.0172898293600213
20260813,1,"separate_mirage","eta2_C2",0.15,0.0661719232002929,0.0838280767997071
20260813,1,"separate_mirage","eta2_C3",0.4,0.177262503757672,0.222737496242328
20260813,1,"mtada_aggregated","pi00",0.94,0.930880093,0.00911990699999998
20260813,1,"mtada_aggregated","pi10",0.04,0.049119907,0.009119907
20260813,1,"mtada_aggregated","pi01",0.01,0.019119907,0.009119907
20260813,1,"mtada_aggregated","pi11",0.01,0.000880093,0.009119907
20260814,2,"mirage_joint","pi00",0.94,0.799932098967891,0.140067901032109
20260814,2,"mirage_joint","pi10",0.04,0.109092104790924,0.0690921047909244
20260814,2,"mirage_joint","pi01",0.01,0.0163063360437567,0.00630633604375672
20260814,2,"mirage_joint","pi11",0.01,0.0746694601974279,0.0646694601974279
20260814,2,"mirage_joint","eta1_C1",0.05,0.0623689251778283,0.0123689251778283
20260814,2,"mirage_joint","eta1_C2",0.2,0.194440247354888,0.00555975264511158
20260814,2,"mirage_joint","eta1_C3",0.5,0.362235734770655,0.137764265229345
20260814,2,"mirage_joint","eta2_C1",0.03,0.0657684837038425,0.0357684837038425
20260814,2,"mirage_joint","eta2_C2",0.15,0.185297589820026,0.0352975898200261
20260814,2,"mirage_joint","eta2_C3",0.4,0.261282109698019,0.138717890301981
20260814,2,"separate_mirage","pi00",0.94,0.931,0.00900000000000001
20260814,2,"separate_mirage","pi10",0.04,0.049,0.009
20260814,2,"separate_mirage","pi01",0.01,0.019,0.009
20260814,2,"separate_mirage","pi11",0.01,0.001,0.009
20260814,2,"separate_mirage","eta1_C1",0.05,0.11648916317547,0.0664891631754701
20260814,2,"separate_mirage","eta1_C2",0.2,0.416630965609306,0.216630965609306
20260814,2,"separate_mirage","eta1_C3",0.5,0.601884539361756,0.101884539361756
20260814,2,"separate_mirage","eta2_C1",0.03,0.039160967743936,0.009160967743936
20260814,2,"separate_mirage","eta2_C2",0.15,0.458641015991015,0.308641015991015
20260814,2,"separate_mirage","eta2_C3",0.4,0.4638580384282,0.0638580384282003
